technology,month,day,hour,generation_mwh
Nuclear,6,6,18,4982.1
Nuclear,6,6,19,4984.1
Nuclear,6,6,20,4987.1
Nuclear,6,6,21,4989.1
Nuclear,6,6,22,4990.1
Nuclear,6,6,23,4991.1
Nuclear,6,7,0,4988.7
Nuclear,6,7,1,4992.7
Nuclear,6,7,2,4995.7
Nuclear,6,7,3,4998.7
Nuclear,6,7,4,5001.7
Nuclear,6,7,5,5001.7
Nuclear,6,7,6,5003.7
Nuclear,6,7,7,5005.7
Nuclear,6,7,8,5004.7
Nuclear,6,7,9,5001.7
Nuclear,6,7,10,4996.7
Nuclear,6,7,11,4994.7
Nuclear,6,7,12,4990.7
Nuclear,6,7,13,4990.7
Nuclear,6,7,14,4986.7
Nuclear,6,7,15,4983.7
Nuclear,6,7,16,4979.7
Nuclear,6,7,17,4978.7
Nuclear,6,7,18,4980.7
Nuclear,6,7,19,4980.7
Nuclear,6,7,20,4981.7
Nuclear,6,7,21,4987.7
Nuclear,6,7,22,4991.7
Nuclear,6,7,23,4996.7
Nuclear,6,8,0,4971.1
Nuclear,6,8,1,4972.1
Nuclear,6,8,2,4973.1
Nuclear,6,8,3,4978.1
Nuclear,6,8,4,4980.1
Nuclear,6,8,5,4980.1
Nuclear,6,8,6,4980.1
Nuclear,6,8,7,4980.1
Nuclear,6,8,8,4980.1
Nuclear,6,8,9,4976.1
Nuclear,6,8,10,4975.1
Nuclear,6,8,11,4976.1
Nuclear,6,8,12,4974.1
Nuclear,6,8,13,4964.1
Nuclear,6,8,14,4958.1
Nuclear,6,8,15,4952.1
Nuclear,6,8,16,4950.1
Nuclear,6,8,17,4947.1
Nuclear,6,8,18,4952.1
Nuclear,6,8,19,4956.1
Nuclear,6,8,20,4948.1
Nuclear,6,8,21,4957.1
Nuclear,6,8,22,4963.1
Nuclear,6,8,23,4966.1
Nuclear,6,9,0,4975.1
Nuclear,6,9,1,4979.1
Nuclear,6,9,2,4982.1
Nuclear,6,9,3,4984.1
Nuclear,6,9,4,4987.1
Nuclear,6,9,5,4992.1
Nuclear,6,9,6,4994.1
Nuclear,6,9,7,4996.1
Nuclear,6,9,8,4990.1
Nuclear,6,9,9,4985.1
Nuclear,6,9,10,4980.1
Nuclear,6,9,11,4975.1
Nuclear,6,9,12,4968.1
Nuclear,6,9,13,4964.1
Nuclear,6,9,14,4957.1
Nuclear,6,9,15,4955.1
Nuclear,6,9,16,4952.1
Nuclear,6,9,17,4949.1
Nuclear,6,9,18,4929.1
Nuclear,6,9,19,4934.1
Nuclear,6,9,20,4936.1
Nuclear,6,9,21,4935.1
Nuclear,6,9,22,4948.1
Nuclear,6,9,23,4954.1
Nuclear,6,10,0,4957.0
Nuclear,6,10,1,4962.0
Nuclear,6,10,2,4266.4
Nuclear,6,10,3,3992.0
Nuclear,6,10,4,3992.0
Nuclear,6,10,5,3994.0
Nuclear,6,10,6,3994.0
Nuclear,6,10,7,3997.0
Nuclear,6,10,8,3996.0
Nuclear,6,10,9,3992.0
Nuclear,6,10,10,3990.0
Nuclear,6,10,11,3989.0
Nuclear,6,10,12,3986.0
Nuclear,6,10,13,3982.0
Nuclear,6,10,14,3982.0
Nuclear,6,10,15,3975.0
Nuclear,6,10,16,3971.0
Nuclear,6,10,17,3972.0
Nuclear,6,10,18,3973.0
Nuclear,6,10,19,3977.0
Nuclear,6,10,20,3981.0
Nuclear,6,10,21,3984.0
Nuclear,6,10,22,3986.0
Nuclear,6,10,23,3986.0
Nuclear,6,11,0,4004.8
Nuclear,6,11,1,4005.8
Nuclear,6,11,2,4007.8
Nuclear,6,11,3,4006.8
Nuclear,6,11,4,4007.8
Nuclear,6,11,5,4006.8
Nuclear,6,11,6,4007.8
Nuclear,6,11,7,4008.8
Nuclear,6,11,8,4009.8
Nuclear,6,11,9,4004.8
Nuclear,6,11,10,4002.8
Nuclear,6,11,11,3999.8
Nuclear,6,11,12,3997.8
Nuclear,6,11,13,3990.8
Nuclear,6,11,14,3988.8
Nuclear,6,11,15,3985.8
Nuclear,6,11,16,3984.8
Nuclear,6,11,17,3984.8
Nuclear,6,11,18,3984.8
Nuclear,6,11,19,3992.8
Nuclear,6,11,20,3997.8
Nuclear,6,11,21,3998.8
Nuclear,6,11,22,4000.8
Nuclear,6,11,23,4003.8
Nuclear,6,12,0,4002.7
Nuclear,6,12,1,3894.7
Nuclear,6,12,2,3686.7
Nuclear,6,12,3,3681.7
Nuclear,6,12,4,3701.7
Nuclear,6,12,5,3723.7
Nuclear,6,12,6,3743.7
Nuclear,6,12,7,3765.7
Nuclear,6,12,8,3784.7
Nuclear,6,12,9,3804.7
Nuclear,6,12,10,3821.7
Nuclear,6,12,11,3838.7
Nuclear,6,12,12,3853.7
Nuclear,6,12,13,3931.0
Nuclear,6,12,14,4046.7
Nuclear,6,12,15,4088.7
Nuclear,6,12,16,4084.7
Nuclear,6,12,17,4221.7
Nuclear,6,12,18,4332.7
Nuclear,6,12,19,4400.5
Nuclear,6,12,20,4397.7
Nuclear,6,12,21,4438.7
Nuclear,6,12,22,4401.7
Nuclear,6,12,23,4445.9
Nuclear,6,13,0,4435.3
Nuclear,6,13,1,4451.3
Nuclear,6,13,2,4493.3
Nuclear,6,13,3,4533.3
Nuclear,6,13,4,4530.3
Nuclear,6,13,5,4531.6
Nuclear,6,13,6,4627.3
Nuclear,6,13,7,4719.3
Nuclear,6,13,8,4747.3
Nuclear,6,13,9,4764.4
Nuclear,6,13,10,4790.2
Nuclear,6,13,11,4831.3
Nuclear,6,13,12,4829.3
Nuclear,6,13,13,4857.3
Nuclear,6,13,14,4860.3
Nuclear,6,13,15,4898.3
Nuclear,6,13,16,4926.3
Nuclear,6,13,17,4933.3
Nuclear,6,13,18,4934.3
Nuclear,6,13,19,4938.3
Nuclear,6,13,20,4942.3
Nuclear,6,13,21,4916.3
Nuclear,6,13,22,4923.3
Nuclear,6,13,23,4926.3
Nuclear,6,14,0,4930.9
Nuclear,6,14,1,4960.9
Nuclear,6,14,2,4979.9
Nuclear,6,14,3,4948.9
Nuclear,6,14,4,4950.9
Nuclear,6,14,5,4935.4
Nuclear,6,14,6,4954.9
Nuclear,6,14,7,4989.9
Nuclear,6,14,8,4987.9
Nuclear,6,14,9,4979.9
Nuclear,6,14,10,4969.9
Nuclear,6,14,11,4959.9
Nuclear,6,14,12,4953.9
Nuclear,6,14,13,4945.9
Nuclear,6,14,14,4940.9
Nuclear,6,14,15,4938.9
Nuclear,6,14,16,4936.9
Nuclear,6,14,17,4936.9
Nuclear,6,14,18,4935.9
Nuclear,6,14,19,4941.9
Nuclear,6,14,20,4942.9
Nuclear,6,14,21,4946.9
Nuclear,6,14,22,4955.9
Nuclear,6,14,23,4959.9
Nuclear,6,15,0,4965.3
Nuclear,6,15,1,4968.3
Nuclear,6,15,2,4972.3
Nuclear,6,15,3,4974.3
Nuclear,6,15,4,4978.3
Nuclear,6,15,5,4980.3
Nuclear,6,15,6,4984.3
Nuclear,6,15,7,4985.3
Nuclear,6,15,8,4980.3
Nuclear,6,15,9,4975.3
Nuclear,6,15,10,4960.3
Nuclear,6,15,11,4952.3
Nuclear,6,15,12,4944.3
Nuclear,6,15,13,4940.3
Nuclear,6,15,14,4933.3
Nuclear,6,15,15,4922.3
Nuclear,6,15,16,4937.3
Nuclear,6,15,17,4939.3
Nuclear,6,15,18,4938.3
Nuclear,6,15,19,4938.3
Nuclear,6,15,20,4943.3
Nuclear,6,15,21,4945.3
Nuclear,6,15,22,4956.3
Nuclear,6,15,23,4956.3
Nuclear,6,16,0,4969.4
Nuclear,6,16,1,4974.4
Nuclear,6,16,2,4978.4
Nuclear,6,16,3,4982.4
Nuclear,6,16,4,4986.4
Nuclear,6,16,5,4991.4
Nuclear,6,16,6,4993.4
Nuclear,6,16,7,4993.4
Nuclear,6,16,8,4989.4
Nuclear,6,16,9,4981.4
Nuclear,6,16,10,4969.4
Nuclear,6,16,11,4961.4
Nuclear,6,16,12,4948.4
Nuclear,6,16,13,4940.4
Nuclear,6,16,14,4930.4
Nuclear,6,16,15,4926.4
Nuclear,6,16,16,4941.4
Nuclear,6,16,17,4943.4
Nuclear,6,16,18,4944.4
Nuclear,6,16,19,4944.4
Nuclear,6,16,20,4959.4
Nuclear,6,16,21,4963.4
Nuclear,6,16,22,4965.4
Nuclear,6,16,23,4968.4
Nuclear,6,17,0,4973.1
Nuclear,6,17,1,4975.1
Nuclear,6,17,2,4981.1
Nuclear,6,17,3,4982.1
Nuclear,6,17,4,4984.1
Nuclear,6,17,5,4985.1
Nuclear,6,17,6,4988.1
Nuclear,6,17,7,4988.1
Nuclear,6,17,8,4983.1
Nuclear,6,17,9,4974.1
Nuclear,6,17,10,4962.1
Nuclear,6,17,11,4954.1
Nuclear,6,17,12,4946.1
Nuclear,6,17,13,4944.1
Nuclear,6,17,14,4941.1
Nuclear,6,17,15,4933.1
Nuclear,6,17,16,4929.1
Nuclear,6,17,17,4937.1
Nuclear,6,17,18,4951.1
Nuclear,6,17,19,4956.1
Nuclear,6,17,20,4959.1
Nuclear,6,17,21,4963.1
Nuclear,6,17,22,4967.1
Nuclear,6,17,23,4965.1
Nuclear,6,18,0,4956.2
Nuclear,6,18,1,4955.2
Nuclear,6,18,2,4957.2
Nuclear,6,18,3,4959.2
Nuclear,6,18,4,4965.2
Nuclear,6,18,5,4969.2
Nuclear,6,18,6,4969.2
Nuclear,6,18,7,4968.2
Nuclear,6,18,8,4968.2
Nuclear,6,18,9,4958.2
Nuclear,6,18,10,4948.2
Nuclear,6,18,11,4946.2
Nuclear,6,18,12,4943.2
Nuclear,6,18,13,4935.2
Nuclear,6,18,14,4936.2
Nuclear,6,18,15,4938.2
Nuclear,6,18,16,4946.2
Nuclear,6,18,17,4935.2
Nuclear,6,18,18,4950.2
Nuclear,6,18,19,4949.2
Nuclear,6,18,20,4950.2
Nuclear,6,18,21,4953.2
Nuclear,6,18,22,4957.2
Nuclear,6,18,23,4955.2
Nuclear,6,19,0,4953.9
Nuclear,6,19,1,4952.9
Nuclear,6,19,2,4954.9
Nuclear,6,19,3,4955.9
Nuclear,6,19,4,4962.9
Nuclear,6,19,5,4965.9
Nuclear,6,19,6,4966.9
Nuclear,6,19,7,4964.9
Nuclear,6,19,8,4965.9
Nuclear,6,19,9,4954.9
Nuclear,6,19,10,4945.9
Nuclear,6,19,11,4943.9
Nuclear,6,19,12,4939.9
Nuclear,6,19,13,4934.9
Nuclear,6,19,14,4933.9
Nuclear,6,19,15,4936.9
Nuclear,6,19,16,4944.9
Nuclear,6,19,17,4933.9
Nuclear,6,19,18,4948.9
Nuclear,6,19,19,4947.9
Nuclear,6,19,20,4947.9
Nuclear,6,19,21,4950.9
Nuclear,6,19,22,4955.9
Nuclear,6,19,23,4952.9
Nuclear,6,20,0,4961.4
Nuclear,6,20,1,4958.4
Nuclear,6,20,2,4962.4
Nuclear,6,20,3,4960.4
Nuclear,6,20,4,4959.4
Nuclear,6,20,5,4960.4
Nuclear,6,20,6,4962.4
Nuclear,6,20,7,4963.4
Nuclear,6,20,8,4961.4
Nuclear,6,20,9,4961.4
Nuclear,6,20,10,4959.4
Nuclear,6,20,11,4957.4
Nuclear,6,20,12,4957.4
Nuclear,6,20,13,4957.4
Nuclear,6,20,14,4956.4
Nuclear,6,20,15,4955.4
Nuclear,6,20,16,4956.4
Nuclear,6,20,17,4955.4
Nuclear,6,20,18,4957.4
Nuclear,6,20,19,4956.4
Nuclear,6,20,20,4959.4
Nuclear,6,20,21,4958.4
Nuclear,6,20,22,4959.4
Nuclear,6,20,23,4960.4
Nuclear,6,21,0,4961.5
Nuclear,6,21,1,4960.5
Nuclear,6,21,2,4962.5
Nuclear,6,21,3,4961.5
Nuclear,6,21,4,4961.5
Nuclear,6,21,5,4961.5
Nuclear,6,21,6,4963.5
Nuclear,6,21,7,4861.5
Nuclear,6,21,8,4757.5
Nuclear,6,21,9,4656.5
Nuclear,6,21,10,4654.5
Nuclear,6,21,11,4653.5
Nuclear,6,21,12,4655.5
Nuclear,6,21,13,4653.5
Nuclear,6,21,14,4375.0
Nuclear,6,21,15,3984.5
Nuclear,6,21,16,3985.5
Nuclear,6,21,17,3984.5
Nuclear,6,21,18,3987.5
Nuclear,6,21,19,3985.5
Nuclear,6,21,20,3988.6
Nuclear,6,21,21,3987.6
Nuclear,6,21,22,3990.6
Nuclear,6,21,23,3989.6
Nuclear,6,22,0,3991.4
Nuclear,6,22,1,3990.4
Nuclear,6,22,2,3992.4
Nuclear,6,22,3,3991.4
Nuclear,6,22,4,3991.4
Nuclear,6,22,5,3991.4
Nuclear,6,22,6,3992.4
Nuclear,6,22,7,3994.4
Nuclear,6,22,8,3993.4
Nuclear,6,22,9,3994.4
Nuclear,6,22,10,3992.4
Nuclear,6,22,11,3991.4
Nuclear,6,22,12,3993.4
Nuclear,6,22,13,3991.4
Nuclear,6,22,14,3990.4
Nuclear,6,22,15,3988.4
Nuclear,6,22,16,3989.4
Nuclear,6,22,17,3988.4
Nuclear,6,22,18,3991.4
Nuclear,6,22,19,3989.4
Nuclear,6,22,20,3993.4
Nuclear,6,22,21,3992.4
Nuclear,6,22,22,3995.4
Nuclear,6,22,23,3994.4
Nuclear,6,23,0,4012.4
Nuclear,6,23,1,4013.4
Nuclear,6,23,2,4011.7
Nuclear,6,23,3,4022.5
Nuclear,6,23,4,4010.7
Nuclear,6,23,5,4011.7
Nuclear,6,23,6,4010.7
Nuclear,6,23,7,4009.7
Nuclear,6,23,8,4009.7
Nuclear,6,23,9,4006.7
Nuclear,6,23,10,4006.7
Nuclear,6,23,11,4004.7
Nuclear,6,23,12,4005.7
Nuclear,6,23,13,4042.7
Nuclear,6,23,14,4062.7
Nuclear,6,23,15,4095.7
Nuclear,6,23,16,4066.7
Nuclear,6,23,17,4126.7
Nuclear,6,23,18,4349.9
Nuclear,6,23,19,4474.7
Nuclear,6,23,20,4670.8
Nuclear,6,23,21,4711.8
Nuclear,6,23,22,4754.8
Nuclear,6,23,23,4717.2
Nuclear,6,24,0,4804.2
Nuclear,6,24,1,4891.6
Nuclear,6,24,2,5143.2
Nuclear,6,24,3,5235.2
Nuclear,6,24,4,4797.5
Nuclear,6,24,5,4707.8
Nuclear,6,24,6,4624.6
Nuclear,6,24,7,4536.9
Nuclear,6,24,8,4586.2
Nuclear,6,24,9,4715.2
Nuclear,6,24,10,4786.4
Nuclear,6,24,11,4785.2
Nuclear,6,24,12,4899.2
Nuclear,6,24,13,4915.5
Nuclear,6,24,14,5078.2
Nuclear,6,24,15,4853.2
Nuclear,6,24,16,4859.5
Nuclear,6,24,17,4768.2
Nuclear,6,24,18,4782.2
Nuclear,6,24,19,4814.7
Nuclear,6,24,20,5224.2
Nuclear,6,24,21,5453.2
Nuclear,6,24,22,5485.2
Nuclear,6,24,23,5514.2
Nuclear,6,25,0,5758.6
Nuclear,6,25,1,5797.5
Nuclear,6,25,2,5692.1
Nuclear,6,25,3,5694.8
Nuclear,6,25,4,5865.6
Nuclear,6,25,5,5909.4
Nuclear,6,25,6,5921.8
Nuclear,6,25,7,5916.1
Nuclear,6,25,8,5927.1
Nuclear,6,25,9,5996.1
Nuclear,6,25,10,5945.1
Nuclear,6,25,11,6059.1
Nuclear,6,25,12,6044.7
Nuclear,6,25,13,6082.5
Nuclear,6,25,14,6136.6
Nuclear,6,25,15,6206.5
Nuclear,6,25,16,6276.5
Nuclear,6,25,17,6345.5
Nuclear,6,25,18,6385.5
Nuclear,6,25,19,6426.5
Nuclear,6,25,20,6521.6
Nuclear,6,25,21,6557.7
Nuclear,6,25,22,6587.7
Nuclear,6,25,23,6617.7
Nuclear,6,26,0,6656.1
Nuclear,6,26,1,6698.1
Nuclear,6,26,2,6698.1
Nuclear,6,26,3,6699.1
Nuclear,6,26,4,6700.1
Nuclear,6,26,5,6701.1
Nuclear,6,26,6,6702.1
Nuclear,6,26,7,6702.1
Nuclear,6,26,8,6703.1
Nuclear,6,26,9,6706.4
Nuclear,6,26,10,6733.1
Nuclear,6,26,11,6760.1
Nuclear,6,26,12,6788.1
Nuclear,6,26,13,6817.1
Nuclear,6,26,14,6710.1
Nuclear,6,26,15,6785.1
Nuclear,6,26,16,6816.1
Nuclear,6,26,17,6815.1
Nuclear,6,26,18,6862.1
Nuclear,6,26,19,6893.1
Nuclear,6,26,20,6927.6
Nuclear,6,26,21,6966.2
Nuclear,6,26,22,6982.1
Nuclear,6,26,23,6967.2
Nuclear,6,27,0,6936.0
Nuclear,6,27,1,6937.0
Nuclear,6,27,2,6940.6
Nuclear,6,27,3,6940.3
Nuclear,6,27,4,6970.0
Nuclear,6,27,5,6970.0
Nuclear,6,27,6,6970.0
Nuclear,6,27,7,6971.0
Nuclear,6,27,8,6971.0
Nuclear,6,27,9,6970.0
Nuclear,6,27,10,6969.0
Nuclear,6,27,11,6968.0
Nuclear,6,27,12,6964.0
Nuclear,6,27,13,6961.0
Nuclear,6,27,14,6962.0
Nuclear,6,27,15,6962.0
Nuclear,6,27,16,6962.0
Nuclear,6,27,17,6960.0
Nuclear,6,27,18,6962.0
Nuclear,6,27,19,6960.0
Nuclear,6,27,20,6961.0
Nuclear,6,27,21,6962.0
Nuclear,6,27,22,6960.0
Nuclear,6,27,23,6963.0
Nuclear,6,28,0,6945.5
Nuclear,6,28,1,6946.5
Nuclear,6,28,2,6947.5
Nuclear,6,28,3,6949.5
Nuclear,6,28,4,6950.5
Nuclear,6,28,5,6950.5
Nuclear,6,28,6,6949.5
Nuclear,6,28,7,6951.5
Nuclear,6,28,8,6950.5
Nuclear,6,28,9,6949.5
Nuclear,6,28,10,6949.5
Nuclear,6,28,11,6948.5
Nuclear,6,28,12,6944.5
Nuclear,6,28,13,6943.5
Nuclear,6,28,14,6941.5
Nuclear,6,28,15,6943.5
Nuclear,6,28,16,6941.5
Nuclear,6,28,17,6941.5
Nuclear,6,28,18,6942.5
Nuclear,6,28,19,6940.5
Nuclear,6,28,20,6941.5
Nuclear,6,28,21,6942.5
Nuclear,6,28,22,6941.5
Nuclear,6,28,23,6944.5
Nuclear,6,29,0,6949.6
Nuclear,6,29,1,6951.6
Nuclear,6,29,2,6951.6
Nuclear,6,29,3,6952.6
Nuclear,6,29,4,6954.6
Nuclear,6,29,5,6952.6
Nuclear,6,29,6,6953.6
Nuclear,6,29,7,6953.6
Nuclear,6,29,8,6953.6
Nuclear,6,29,9,6953.6
Nuclear,6,29,10,6943.6
Nuclear,6,29,11,6952.6
Nuclear,6,29,12,6948.6
Nuclear,6,29,13,6948.6
Nuclear,6,29,14,6947.6
Nuclear,6,29,15,6947.6
Nuclear,6,29,16,6945.6
Nuclear,6,29,17,6945.6
Nuclear,6,29,18,6946.6
Nuclear,6,29,19,6945.6
Nuclear,6,29,20,6947.6
Nuclear,6,29,21,6947.6
Nuclear,6,29,22,6947.6
Nuclear,6,29,23,6949.6
Nuclear,6,30,0,6951.1
Nuclear,6,30,1,6951.1
Nuclear,6,30,2,6953.1
Nuclear,6,30,3,6954.1
Nuclear,6,30,4,6955.1
Nuclear,6,30,5,6955.1
Nuclear,6,30,6,6955.1
Nuclear,6,30,7,6955.1
Nuclear,6,30,8,6955.1
Nuclear,6,30,9,6955.1
Nuclear,6,30,10,6954.1
Nuclear,6,30,11,6953.1
Nuclear,6,30,12,6950.1
Nuclear,6,30,13,6949.1
Nuclear,6,30,14,6947.1
Nuclear,6,30,15,6948.1
Nuclear,6,30,16,6947.1
Nuclear,6,30,17,6945.1
Nuclear,6,30,18,6947.1
Nuclear,6,30,19,6945.1
Nuclear,6,30,20,6947.1
Nuclear,6,30,21,6949.1
Nuclear,6,30,22,6947.1
Nuclear,6,30,23,6950.1
Nuclear,7,1,0,6954.7
Nuclear,7,1,1,6956.7
Nuclear,7,1,2,6956.7
Nuclear,7,1,3,6959.7
Nuclear,7,1,4,6959.7
Nuclear,7,1,5,6959.7
Nuclear,7,1,6,6961.7
Nuclear,7,1,7,6960.7
Nuclear,7,1,8,6960.7
Nuclear,7,1,9,6960.7
Nuclear,7,1,10,6959.7
Nuclear,7,1,11,6957.7
Nuclear,7,1,12,6954.7
Nuclear,7,1,13,6953.7
Nuclear,7,1,14,6953.7
Nuclear,7,1,15,6951.7
Nuclear,7,1,16,6952.7
Nuclear,7,1,17,6951.7
Nuclear,7,1,18,6952.7
Nuclear,7,1,19,6951.7
Nuclear,7,1,20,6952.7
Nuclear,7,1,21,6952.7
Nuclear,7,1,22,6953.7
Nuclear,7,1,23,6954.7
Nuclear,7,2,0,6961.0
Nuclear,7,2,1,6963.0
Nuclear,7,2,2,6963.0
Nuclear,7,2,3,6965.0
Nuclear,7,2,4,6964.0
Nuclear,7,2,5,6966.0
Nuclear,7,2,6,6966.0
Nuclear,7,2,7,6966.0
Nuclear,7,2,8,6967.0
Nuclear,7,2,9,6965.0
Nuclear,7,2,10,6991.0
Nuclear,7,2,11,6989.0
Nuclear,7,2,12,6986.0
Nuclear,7,2,13,6986.0
Nuclear,7,2,14,6986.0
Nuclear,7,2,15,6960.0
Nuclear,7,2,16,6959.0
Nuclear,7,2,17,6960.0
Nuclear,7,2,18,6959.0
Nuclear,7,2,19,6960.0
Nuclear,7,2,20,6959.0
Nuclear,7,2,21,6960.0
Nuclear,7,2,22,6959.0
Nuclear,7,2,23,6961.0
Nuclear,7,3,0,6957.1
Nuclear,7,3,1,6958.1
Nuclear,7,3,2,6957.1
Nuclear,7,3,3,6962.1
Nuclear,7,3,4,6961.1
Nuclear,7,3,5,6962.1
Nuclear,7,3,6,6963.1
Nuclear,7,3,7,6961.1
Nuclear,7,3,8,6963.1
Nuclear,7,3,9,6961.1
Nuclear,7,3,10,6960.1
Nuclear,7,3,11,6958.1
Nuclear,7,3,12,6956.1
Nuclear,7,3,13,6956.1
Nuclear,7,3,14,6958.1
Nuclear,7,3,15,6955.1
Nuclear,7,3,16,6954.1
Nuclear,7,3,17,6956.1
Nuclear,7,3,18,6953.1
Nuclear,7,3,19,6958.1
Nuclear,7,3,20,6955.1
Nuclear,7,3,21,6955.1
Nuclear,7,3,22,6957.1
Nuclear,7,3,23,6955.1
Nuclear,7,4,0,6955.2
Nuclear,7,4,1,6957.1
Nuclear,7,4,2,6957.1
Nuclear,7,4,3,6961.1
Nuclear,7,4,4,6966.2
Nuclear,7,4,5,6971.2
Nuclear,7,4,6,6974.2
Nuclear,7,4,7,6968.2
Nuclear,7,4,8,6972.2
Nuclear,7,4,9,6960.2
Nuclear,7,4,10,6953.2
Nuclear,7,4,11,6948.2
Nuclear,7,4,12,6943.3
Nuclear,7,4,13,6940.2
Nuclear,7,4,14,6942.2
Nuclear,7,4,15,6953.2
Nuclear,7,4,16,6948.2
Nuclear,7,4,17,6954.2
Nuclear,7,4,18,6951.2
Nuclear,7,4,19,6954.3
Nuclear,7,4,20,6949.2
Nuclear,7,4,21,6953.2
Nuclear,7,4,22,6957.2
Nuclear,7,4,23,6956.2
Nuclear,7,5,0,6959.8
Nuclear,7,5,1,6962.8
Nuclear,7,5,2,6961.8
Nuclear,7,5,3,6964.8
Nuclear,7,5,4,6969.8
Nuclear,7,5,5,6974.8
Nuclear,7,5,6,6977.8
Nuclear,7,5,7,6971.8
Nuclear,7,5,8,6975.8
Nuclear,7,5,9,6965.8
Nuclear,7,5,10,6958.8
Nuclear,7,5,11,6952.8
Nuclear,7,5,12,6950.8
Nuclear,7,5,13,6944.8
Nuclear,7,5,14,6948.8
Nuclear,7,5,15,6949.8
Nuclear,7,5,16,6954.8
Nuclear,7,5,17,6944.8
Nuclear,7,5,18,6955.8
Nuclear,7,5,19,6958.8
Nuclear,7,5,20,6955.8
Nuclear,7,5,21,6957.8
Nuclear,7,5,22,6961.8
Nuclear,7,5,23,6959.8
Nuclear,7,6,0,6940.4
Nuclear,7,6,1,6944.4
Nuclear,7,6,2,6943.4
Nuclear,7,6,3,6948.4
Nuclear,7,6,4,6952.4
Nuclear,7,6,5,6958.4
Nuclear,7,6,6,6961.4
Nuclear,7,6,7,6955.4
Nuclear,7,6,8,6959.4
Nuclear,7,6,9,6947.4
Nuclear,7,6,10,6939.4
Nuclear,7,6,11,6935.4
Nuclear,7,6,12,6929.4
Nuclear,7,6,13,6926.4
Nuclear,7,6,14,6930.4
Nuclear,7,6,15,6929.4
Nuclear,7,6,16,6936.4
Nuclear,7,6,17,6926.4
Nuclear,7,6,18,6939.4
Nuclear,7,6,19,6940.4
Nuclear,7,6,20,6937.4
Nuclear,7,6,21,6939.4
Nuclear,7,6,22,6945.4
Nuclear,7,6,23,6941.4
Nuclear,7,7,0,6944.6
Nuclear,7,7,1,6947.6
Nuclear,7,7,2,6946.6
Nuclear,7,7,3,6950.6
Nuclear,7,7,4,6955.6
Nuclear,7,7,5,6959.6
Nuclear,7,7,6,6963.6
Nuclear,7,7,7,6957.6
Nuclear,7,7,8,6960.6
Nuclear,7,7,9,6949.6
Nuclear,7,7,10,6942.6
Nuclear,7,7,11,6937.6
Nuclear,7,7,12,6933.6
Nuclear,7,7,13,6928.6
Nuclear,7,7,14,6928.6
Nuclear,7,7,15,6929.6
Nuclear,7,7,16,6934.6
Nuclear,7,7,17,6926.6
Nuclear,7,7,18,6937.6
Nuclear,7,7,19,6940.6
Nuclear,7,7,20,6935.6
Nuclear,7,7,21,6940.6
Nuclear,7,7,22,6946.6
Nuclear,7,7,23,6944.6
Nuclear,7,8,0,6946.3
Nuclear,7,8,1,6948.3
Nuclear,7,8,2,6948.3
Nuclear,7,8,3,6949.3
Nuclear,7,8,4,6949.3
Nuclear,7,8,5,6952.3
Nuclear,7,8,6,6950.3
Nuclear,7,8,7,6956.3
Nuclear,7,8,8,6949.3
Nuclear,7,8,9,6947.3
Nuclear,7,8,10,6939.3
Nuclear,7,8,11,5961.4
Nuclear,7,8,12,5955.4
Nuclear,7,8,13,5953.4
Nuclear,7,8,14,5954.4
Nuclear,7,8,15,5956.4
Nuclear,7,8,16,5956.4
Nuclear,7,8,17,5954.4
Nuclear,7,8,18,5958.4
Nuclear,7,8,19,5972.4
Nuclear,7,8,20,5975.4
Nuclear,7,8,21,5982.4
Nuclear,7,8,22,5986.4
Nuclear,7,8,23,5987.4
Nuclear,7,9,0,6011.6
Nuclear,7,9,1,6014.6
Nuclear,7,9,2,6014.6
Nuclear,7,9,3,6014.6
Nuclear,7,9,4,6015.6
Nuclear,7,9,5,6014.6
Nuclear,7,9,6,6012.6
Nuclear,7,9,7,6017.6
Nuclear,7,9,8,6011.6
Nuclear,7,9,9,6013.6
Nuclear,7,9,10,6000.6
Nuclear,7,9,11,6004.6
Nuclear,7,9,12,6000.6
Nuclear,7,9,13,5995.6
Nuclear,7,9,14,6018.6
Nuclear,7,9,15,6103.6
Nuclear,7,9,16,6079.6
Nuclear,7,9,17,6214.6
Nuclear,7,9,18,6220.7
Nuclear,7,9,19,6207.6
Nuclear,7,9,20,6190.6
Nuclear,7,9,21,6228.6
Nuclear,7,9,22,6259.6
Nuclear,7,9,23,6301.6
Nuclear,7,10,0,6337.0
Nuclear,7,10,1,6274.0
Nuclear,7,10,2,6112.0
Nuclear,7,10,3,5954.0
Nuclear,7,10,4,5978.0
Nuclear,7,10,5,6008.0
Nuclear,7,10,6,6011.0
Nuclear,7,10,7,6007.0
Nuclear,7,10,8,6031.0
Nuclear,7,10,9,6127.0
Nuclear,7,10,10,6148.0
Nuclear,7,10,11,6229.0
Nuclear,7,10,12,6275.0
Nuclear,7,10,13,6326.0
Nuclear,7,10,14,6372.0
Nuclear,7,10,15,6419.0
Nuclear,7,10,16,6476.0
Nuclear,7,10,17,6516.0
Nuclear,7,10,18,6575.0
Nuclear,7,10,19,6684.0
Nuclear,7,10,20,6674.0
Nuclear,7,10,21,6732.0
Nuclear,7,10,22,6774.0
Nuclear,7,10,23,6815.0
